"V1","V2"
-49.8194621899815,-4.73549332171825e-15
-49.8194080705406,-4.6244520526472e-14
-49.8190566529187,2.24183230062529e-14
-49.819127099079,-1.49107641300552e-14
-49.8191240038943,3.5666918524268e-14
-49.8191291456445,1.53719523929313e-15
-49.8190984916806,4.3314301399908e-14
-49.8189607427816,-3.85856960181697e-14
-49.8185962832645,-5.39978299003741e-14
-49.8189094782253,8.18140875990898e-15
-49.8188310369783,2.59545156555602e-14
-49.8173385471047,4.60059743225206e-14
2689.69452235761,1.04213704120897e-12
-49.8187376016503,3.22251458331358e-15
-49.819161273285,-1.96515994904268e-14
-49.8189705955846,2.38882533485326e-14
-49.8188728755582,3.62365137259264e-14
-49.8189009109188,1.97046126338514e-14
-49.8185557773542,-4.56676169084605e-14
-49.8186367410401,-3.97991919752309e-14
-49.8191002063151,4.40485683246203e-14
-49.8181878904968,2.43686372453935e-14
-49.8191009203815,-2.80704342003395e-14
-49.8192081583507,-3.46733768620412e-15
-49.8186801028863,-6.21514488515431e-14
-49.8186717258906,2.1632832266953e-14
-49.8190094354235,1.21917960102135e-14
-49.8191414737004,-5.01497268159617e-15
-49.817931621407,6.9020592820689e-14
-49.8189006730646,1.58827097748984e-14
-49.8191820272794,-1.55218327698049e-14
-49.819034853012,-2.71404107257924e-14
-49.8190102447389,-2.00197431737152e-14
-49.8168513332369,-1.88046017642369e-15
-49.8193525713233,-3.20305683660061e-15
-49.8186723919652,-8.077091745162e-14
-49.8189605999861,-4.21383315070117e-16
-49.818876207193,1.11678804356767e-14
-49.8188349874526,7.68595025412068e-14
-49.8175719209081,4.37710386327459e-14
-49.8179783163843,-2.63354939670725e-14
-49.8191919266811,-3.91679691754188e-14
-49.8194522890193,-1.62414530415375e-14
-49.8193023081931,-1.64052352126385e-14
-49.819340101133,-3.69762483818761e-14
-49.8183159307534,-1.24784446747045e-14
-49.8188950083531,2.11358219372783e-14
-49.8184477771131,-3.77561081957168e-15
-49.8182598595424,7.52085481144355e-14
-49.818098832826,1.42225879539103e-14
-49.8187467880825,4.72008400065605e-14
-49.8183220204916,-3.52274155347837e-14
-49.819196973035,2.19690192744922e-14
-49.8178715525116,1.39926761474956e-14
-49.8190877356563,-9.07543848278002e-15
-49.8180650401879,2.45397359815308e-14
-49.8193542853825,-3.6473210340751e-14
-49.818565201663,1.43827761275729e-14
-49.8180932647407,7.08341762752732e-14
-49.8189229491491,4.7100488406919e-14
-49.8189706907848,5.33796504113948e-14
-49.8184262616952,-2.3755888573205e-14
-49.818558537241,-5.51759698594474e-14
-49.8190606037707,-1.52759965208774e-14
-49.8192495689477,-3.81416028582583e-14
-49.8191920230152,4.10858358434001e-14
-49.8191122008763,1.44302353081037e-14
-49.8182324886586,-2.19458103907865e-14
-49.8185075126161,5.69423759218741e-14
-49.8192708927907,-5.63586656921558e-14
-49.8185694379756,3.32751108115398e-14
-49.8184383519153,8.8203758554738e-14
-49.8188602621455,3.05089884402997e-14
-49.8183258779205,-3.79061784793709e-14
-49.8188071902137,-3.22933352922388e-14
-49.818650496956,2.76462467085448e-17
-49.8191475664474,-3.9519028848685e-15
-49.8187184673972,-4.10242454075832e-15
-49.819123624404,1.07627123091411e-15
-49.8187894840394,2.17836844731493e-14
-49.8191353813697,-5.67445965256993e-15
-49.8191529449936,-1.33846782719401e-14
-49.817974935235,-3.48912539351363e-15
-49.818789245662,2.43252864458712e-14
-49.8190210019953,4.65999112053029e-15
-49.8184805241884,-8.15522482941302e-15
-49.8193209660667,-3.88054699400882e-14
-49.8178622707743,-1.58296275007631e-14
-49.8188271336954,5.37443554989258e-14
-49.8184881399793,-5.66544843696742e-14
-49.8189607427817,-3.90574438837481e-14
-49.8166952101736,-4.11950051758201e-14
-49.8185672003388,-4.37908024277846e-14
-49.8184134587797,-2.96980923654402e-14
-49.819295739664,-1.01110220858073e-14
-49.8190942565943,-2.34655144145337e-14
-49.8188432218955,1.15607577994297e-14
-49.8189512700409,-5.76116074840934e-15
-49.8184271670814,-3.79656680501505e-14
-49.8191677953857,-2.56926640926416e-14
-49.818740695511,2.59822401131956e-14
-49.8190046747602,8.87285795089354e-14
-49.8189651217995,-3.93542073395793e-14
-49.8179525157169,3.64801253553182e-14
-49.8193036885286,-3.99422765653559e-14
-49.8182446760629,-4.13286679855247e-14
-49.8191479456569,-2.67830869672458e-14
-49.8189390840829,5.3490793684256e-14
-49.8186459275124,-1.11084114867366e-14
-49.8190905439332,-4.09434065081767e-14
-49.8190111489431,2.45828363052663e-14
-49.8175835346635,2.91855218131701e-14
-49.8185881914425,-1.1434594738552e-15
-49.8189808278633,-5.06096641906755e-15
-49.818533596745,3.35588143626398e-15
-49.81921229978,-3.82585420385815e-14
-49.8192315766981,-5.52210256954443e-15
-49.8190040569761,-1.86359669387564e-14
-49.8192796984176,-2.14218336035232e-14
-49.8191012534614,-2.4746507244232e-16
-49.8191470429086,-2.22246126571943e-14
-49.8170353952298,3.35172793219544e-14
-49.8183127415307,-5.21868045954005e-15
-49.8169329645498,-4.21822425328135e-14
-49.8187767275258,2.74500855440639e-14
-49.8185652009379,-2.04528862845121e-14
-49.8189703559892,7.72794906899596e-15
-49.8189734508871,4.24683586301939e-15
-49.8191176735199,-9.09937135867713e-15
-49.8193670890327,1.76790542684535e-14
-49.8191876913732,2.2360364883238e-14
-49.8189600749665,3.94733122749302e-14
-49.8193189673024,-2.72780753776583e-14
-49.819139855076,2.69851442344674e-14
-49.8192530903838,3.75614263830684e-15
-49.8183230200371,-2.22184678867647e-14
-49.8183806161155,-1.88542978566022e-14
-49.8191255263042,5.80174825734096e-14
-49.81907607303,5.58600559692058e-14
-49.817778829043,5.684415695643e-14
-49.8186252222921,1.54197356744581e-14
-49.8189767833592,-1.46075368152008e-14
-49.8191119630607,-1.23419719252646e-14
-49.8189883021493,7.70470698281909e-15
-49.8194050249331,-1.67254860780187e-14
-49.8187489776937,3.91994166997358e-14
-49.8188421268915,1.77842916001546e-14
-49.8181405771539,-1.93951938417591e-14
-49.8177434649225,4.06748181032518e-14
-49.8186183682736,-4.08517189578841e-14
-49.8192142034173,-3.69992433027727e-14
-49.8191280511521,1.99318086765948e-14
-49.8191834550279,-4.80932301146208e-14
-49.81909620807,2.7202316634705e-15
-49.8190883068414,2.08472022659059e-14
-49.8184687673246,-4.90683300558179e-14
-49.8192393830605,2.68551950100035e-14
-49.819189547586,-1.44502510593822e-14
-49.8177127636441,3.18562260282882e-14
-49.8191734596772,5.53451776738208e-15
-49.818916523676,1.05420294166111e-14
-49.818730700173,2.09594322937808e-14
-49.8187969566755,8.65253979036977e-15
-49.8173014198075,-8.52440294876478e-14
-49.8190041046723,1.28623450474467e-14
-49.8171350173852,-3.4483749125192e-14
-49.818358007559,5.72916981468531e-15
-49.8191382834234,-5.97269532327899e-15
-49.8194138779267,-3.73537948266308e-14
-49.8188330355787,5.47704800342028e-14
-49.818970976098,-1.34944374019841e-14
-49.8190193833102,4.64260102879078e-15
-49.8190336623143,-1.75453813848301e-14
-49.8191325244365,2.22850354659192e-14
-49.8183089800292,-4.35150813956985e-14
-49.8184040820018,-8.95144793872142e-15
-49.8184032251653,-2.71848803803508e-14
-49.8183328750899,-4.62153424989509e-14
-49.8185027525482,-9.76488370598986e-15
-49.8161963301826,2.42962825801243e-14
-49.8187842477258,2.50851947635115e-14
-49.8185364046694,-5.08980617412522e-14
-49.819308448317,-1.76101249449822e-14
-49.8192129171408,2.43130597438071e-14
2856.01840811595,1923.9997942654
-49.8189079078552,4.14972453816357e-13
-49.818513937863,3.44486710952644e-13
-49.8177165719373,4.22046712343477e-13
-49.8183765692775,4.23668404972001e-13
-49.8191509456122,3.73534904868712e-13
-49.818420551156,4.60133326472802e-13
-49.8191013474119,3.836343662184e-13
-49.8192070162641,4.25996847724962e-13
-49.8192062546764,3.88022199104405e-13
-49.8186958103316,4.26057405833481e-13
-49.8190914006653,4.15927262787076e-13
-49.8180934085294,4.14872035453918e-13
-49.8189975361199,4.16114103392301e-13
-49.8192503307065,3.89700872069036e-13
-49.8190890684015,3.961020057799e-13
-49.8182478640078,4.12896442977006e-13
-49.8180309584393,4.23920402513728e-13
-49.8191225773972,4.11945633414936e-13
-49.8190828318834,3.7878843408219e-13
-49.8186321714568,3.71848186743813e-13
-49.8184278807887,3.56876959430716e-13
-49.8183929919259,4.82421744105368e-13
-49.8185203639633,3.70367016509827e-13
-49.8194055953129,3.71302677076006e-13
-49.8192327667475,3.99997983245981e-13
-49.8190735968233,3.34908395186369e-13
-49.819282601596,3.74609730149745e-13
-49.8188576918344,4.97157128015633e-13
-49.8186708212109,4.05775839962133e-13
-49.8187450742262,4.3867767453522e-13
-49.8193334371281,3.92915353033824e-13
-49.818748787182,4.37481572430033e-13
-49.81831416799,3.7926187808426e-13
-49.818706329815,4.65123733242815e-13
-49.8183937526409,4.32911329102022e-13
-49.8193572356965,4.06995394138982e-13
-49.8185440202178,3.95132582706434e-13
-49.8191338105226,3.70417062476352e-13
-49.8180650385493,4.17728291161727e-13
-49.8189241866251,4.20420876950328e-13
-49.8190934461898,3.90041944399987e-13
-49.81872413165,5.26439356760347e-13
-49.8190547490923,3.66371746975139e-13
-49.8191015391285,4.85729880671237e-13
-49.8184988491766,4.52058112810374e-13
-49.8186443574507,3.64911788723862e-13
-49.8183423951536,3.9195964939819e-13
-49.8186353609243,4.06957299876659e-13
-49.8192992619208,3.75276868412638e-13
-49.8193303435703,3.98826185938121e-13
-49.8191854543856,4.06993668052721e-13
2689.69452235761,1.87385497061403e-12
-49.8191147702649,4.0148648260967e-13
-49.8189644078399,4.00569101841215e-13
-49.8171598634604,5.10360587387391e-13
-49.8192138220029,4.09057390455407e-13
-49.8183660985753,3.76730131303681e-13
-49.8184063167994,4.10257206025884e-13
-49.8193236318357,3.5863654432703e-13
-49.8190220967521,3.91432459113586e-13
-49.8184490622206,4.31846842556710e-13
-49.8194015976089,3.83588366091149e-13
-49.8191904520968,3.98209856643772e-13
-49.8183901360422,3.97990888761784e-13
-49.8187949571286,4.14970911555687e-13
-49.8183708113301,4.2039697940276e-13
-49.8188975318747,3.96298958419701e-13
-49.8183829943188,3.99602881536642e-13
-49.8186252222921,4.50801104875109e-13
-49.8192826497908,4.38074421803789e-13
-49.8189903006711,4.22075155906768e-13
-49.8192057789246,3.85128604641047e-13
-49.8181712297886,3.77833662544181e-13
-49.8182654763947,3.60923826785535e-13
-49.8179270058545,3.68271084710827e-13
-49.8191375706009,3.94785723182028e-13
-49.8179873124111,4.16172319817135e-13
-49.8184514420492,3.76221990566384e-13
-49.8194074522122,3.85038176478769e-13
-49.8190184316648,3.98111146150579e-13
-49.8193653756414,4.24322821070195e-13
-49.8190794525288,4.12921826405501e-13
-49.8180326716622,4.85276516757234e-13
-49.8182988901874,4.01751630990964e-13
-49.8188391761941,3.78516455263288e-13
-49.8191036808348,3.79953128423801e-13
-49.8185269804631,4.60035324317904e-13
-49.8188675923931,4.20045223437549e-13
-49.8191532305401,4.15762740678732e-13
-49.8187588306474,4.51199768528561e-13
-49.8181733255006,3.80068223258015e-13
-49.8192160112372,4.34341152771069e-13
-49.8187616866086,4.31531937751369e-13
-49.819058033342,4.24057688651e-13
-49.818759782329,4.39292889766532e-13
-49.8189268993108,4.43917460319708e-13
-49.8181924125665,3.88957139705382e-13
-49.8194026923159,4.70101842234503e-13
-49.8184468248976,3.78709858837555e-13
-49.8186444049163,3.88100961466527e-13
-49.8182231125081,4.10695482646799e-13
-49.8183788068006,3.67462541688866e-13
-49.8187896741442,4.28311260154871e-13
-49.8192575174947,4.17441115562576e-13
-49.8186633011763,4.12618416999647e-13
-49.8191993055277,4.2325493029754e-13
-49.8191003490727,3.85192451214138e-13
-49.819128954459,3.85115950679468e-13
-49.8191190541994,3.74060256726384e-13
-49.8192611826688,4.10744053304253e-13
-49.8192091582418,4.01481357952317e-13
-49.818868782039,3.67536344622936e-13
-49.8186344091754,3.68845289869546e-13
-49.8190035799934,4.31736465782309e-13
-49.819160512918,3.75931967645027e-13
-49.8187541659063,4.97527563661271e-13
-49.8189626466912,4.75798551893285e-13
-49.8179715561721,4.13489330594354e-13
-49.818960599986,4.19108902978686e-13
-49.8187030450787,4.56316554419905e-13
-49.818881347186,4.22660201667863e-13
-49.8191962593379,3.98228554621792e-13
-49.8193089243015,3.49511739371496e-13
-49.8189247099531,3.84712698270628e-13
2856.01844086061,-1924.0000541407
-49.8189653112465,4.7993009360599e-14
-49.8194497668524,7.509254764683e-14
-49.8187283675657,6.40329635595834e-14
-49.8191638924608,5.35881692326393e-15
-49.8185952360279,7.89344781914897e-14
-49.8187786788804,1.80280103439102e-14
-49.8192895990249,5.56437257909476e-17
-49.8188898206896,5.65402517032505e-14
-49.8190876404679,7.04638018863522e-14
2729.43252102758,9.91220536303926e-13
-49.8192033986537,-1.05476844502404e-14
-49.8192211054128,3.08250659428826e-14
-49.818662348848,4.64499016723982e-14
-49.8191635591188,7.32436806803097e-14
-49.8179918805496,5.65977531406198e-14
-49.8189696435648,7.91126571847406e-14
2770.3623192793,4.31394931201235e-12
-49.8191172938734,3.98099449190039e-14
-49.8191162923973,5.82141307334543e-14
-49.8180889330299,2.15406569252819e-14
-49.819236383315,5.5386945748823e-14
-49.8192177256371,1.06313794591119e-14
-49.8190883068369,6.04325620398121e-14
-49.8192231996121,3.4370323059999e-14
-49.8193937914465,5.06838330341379e-14
-49.8172091758983,1.16495352295896e-13
-49.8184251203132,8.38932215482151e-14
-49.819122290703,2.95327623592501e-14
-49.8193813685617,-1.41982930197397e-14
-49.8192551381382,3.03619578285539e-14
-49.8193050688263,5.12326737708918e-14
-49.8192452851563,2.04986759526782e-14
-49.8193397198743,4.86681641109476e-14
-49.8185461144697,1.28536026211e-13
-49.8190894015959,7.9529062369371e-14
-49.8191046795087,7.32168728607128e-14
-49.818697572032,6.99172817947784e-14
-49.8182309184743,3.01540595192e-14
-49.8188411752409,6.67900439762331e-14
-49.8183432500728,1.10977869111272e-13
-49.8191223851627,3.58551771801639e-14
-49.8192253412072,6.69614971809297e-14
-49.8168637548771,3.10254455195473e-15
-49.8183026969331,2.11137653444045e-14
-49.8180248197047,4.53539976190972e-14
-49.8192399065187,5.42923670230888e-14
-49.8187709679911,3.02834730265328e-14
-49.8193079247552,1.96518930307184e-14
-49.8186717738272,-2.99152715786071e-14
-49.8185839075128,3.15497405831222e-14
-49.818798717601,6.87786332354748e-14
-49.8192984520027,4.12196991549507e-14
-49.8187339363412,6.38074398790323e-14
-49.8184517264947,4.9078430587501e-14
-49.819153611436,2.03086308393795e-14
-49.8194036444227,2.92957462922588e-15
-49.8192678942553,5.80142230378633e-14
-49.8186943821237,5.81781188050395e-14
-49.8173237919407,5.01690959847924e-14
-49.8188275149383,8.54687378326716e-14
-49.8194088801271,5.97077570841754e-14
-49.8193107804104,4.97676932972093e-14
-49.8190077219459,4.9773596130041e-14
-49.8192349550638,3.97525196099027e-14
-49.8183715237422,2.66233035702813e-14
-49.8190426580022,3.07015859620719e-14
-49.8184640077386,2.25279541892174e-14
-49.8186915741365,1.45911329027475e-14
2689.69452235761,1.00001956327842e-12
-49.8187723955589,5.59293445099975e-14
-49.8190497035703,3.63103801536681e-14
-49.8184037009987,4.13400698727979e-15
-49.818171373955,1.72619335854179e-14
-49.8182147835938,-1.5933083534974e-14
-49.8193131129356,3.81927151957286e-14
-49.8192419533663,6.57020215936742e-14
-49.81926137325,1.87105335287555e-14
-49.8192035892632,4.29972960540623e-14
-49.8184149818691,1.17976702976624e-14
-49.8185509222776,6.97268194970343e-14
-49.8191071557285,2.63727425142438e-14
-49.8190193824217,6.091696149565e-14
-49.8190499893652,4.90568388454477e-14
-49.8180188687354,1.29321835012256e-14
-49.8187920538627,7.15383837800855e-14
-49.8185171267695,6.15386791055166e-14
-49.8186900983498,1.31519755380069e-13
-49.818659112445,8.63040564365673e-14
-49.8189754014177,2.54107997588561e-14
-49.8190195265178,2.43046978508442e-14
-49.819389745559,6.81015938266322e-14
-49.8186915266907,7.28956785106094e-14
-49.8191541350107,1.98471533037013e-14
-49.8188781118412,7.44512365966498e-15
-49.8184643884477,6.59764584434157e-14
-49.8191631785036,4.84484540047202e-14
-49.8183264016104,-7.19242825527465e-15
-49.8191735061391,-2.7794782279841e-14
-49.8187288433848,8.57353976237612e-14
-49.8192214385113,9.8678028141524e-14
-49.8193059732676,1.00261668058258e-14
-49.8190187173227,1.13937532634751e-14
-49.8189761645104,4.46689037590878e-14
-49.8178475628285,1.7386568640207e-14
-49.8194045964953,2.63947530973409e-14
-49.8188154720669,3.36158622148288e-14
-49.8195167845515,5.30320705973754e-14
-49.818463246173,4.557456247949e-14
-49.8171522478448,7.93425703729863e-15
-49.8190957321232,1.73764719409438e-14
-49.8179119173813,2.39460628141335e-14
-49.8193016894034,3.64266283234655e-14
-49.8189605999858,4.1957443133184e-14
-49.8191033000523,-4.69227925985993e-15
-49.8189737370258,-2.55532927338689e-14
-49.8190894492027,3.44503008033094e-14
-49.8192979767784,5.45703974398177e-14
-49.8182568613234,3.1016368236445e-14
-49.8189427017188,6.51472409264004e-14
-49.8178127675828,4.64261660296155e-14
-49.8190583189317,7.26379835551234e-14
-49.8185744826175,1.55949652717266e-14
-49.8186844821638,6.86542000519609e-14
-49.8184087461634,8.08539034115079e-15
-49.8187804879107,3.70932769734345e-15
-49.8193066389027,2.001470233045e-14
-49.8193219659873,2.63076631319073e-14
-49.8189657394547,8.72666923954513e-14
-49.8187871991444,6.90665141111871e-14
-49.8183274958433,2.57013559752472e-14
-49.819364185349,4.62848402140571e-15
-49.8194033109039,3.6847242767083e-14
-49.8192907886242,2.0883304114359e-14
-49.8190191445354,7.5014444836604e-14
-49.8194401515874,4.72206998832446e-14
-49.8194894160005,4.46987901613615e-14
-49.8191742214224,8.63041660162811e-15
-49.8177499392708,4.983632834875e-14
-49.8191404741918,5.84512558387629e-15
-49.8195540541973,5.1475684793568e-14
-49.8194050725423,8.34066798528672e-14
-49.8189609807642,5.14225535828295e-14
-49.8176985791636,6.39959640136197e-14
-49.8184439686345,8.82364398353516e-14
-49.8193093050474,1.9787114259433e-14
-49.8193028793755,-3.28209614123826e-15
-49.8192975484003,3.94386960391675e-14
-49.8191572760475,3.72107993986942e-14
-49.8191200547421,2.61261504161232e-14
-49.8193514291569,1.24732038344388e-14
-49.8186579220447,4.75394700608561e-14
-49.8194956991005,4.06010837470857e-14
-49.8191093927223,3.31813231101707e-14
-49.8189635034702,5.80830426084882e-14
-49.8191579426469,-1.44235203960661e-15
-49.8186650145315,1.05579078994577e-13
-49.8184954701914,2.30504346555503e-14
-49.8190970172836,2.21511354559181e-14
-49.8193185862471,5.01343161391942e-14
-49.8183227820667,5.02626615887661e-14
-49.8176990078294,4.53848502760905e-14
-49.8191003476247,2.36719751912047e-14
-49.8187937678623,7.81736281345491e-14
-49.819228625644,-7.04130204028836e-15
-49.8191762681058,8.40458230355073e-14
-49.8193521426503,3.15949368831296e-14
-49.8191257178687,-3.54142010860041e-15
2689.69452235761,1.45428404635016e-12
-49.8190553674616,5.90434336082221e-14
-49.8191428542527,3.70030807263895e-14
-49.8192071589833,1.38850620060711e-14
-49.8191104875603,3.52523985105909e-14
-49.8192104904719,4.5396382252504e-14
-49.8186587319806,9.02316738931112e-14
-49.8166602235071,4.92331159125647e-14
-49.8190784527995,-6.94169022693853e-16
-49.8193070203482,-2.19244406615797e-15
-49.8191905475406,1.56851633201541e-14
-49.8187995268587,6.84133855302884e-14
-49.818950127494,4.72311029438174e-14
-49.8187951480835,9.33372529259467e-14
-49.8193444322283,5.28896931147403e-14
-49.8193831293867,5.98035618884675e-14
-49.8190199547223,4.92685649697609e-14
-49.8185341672141,8.04016308227186e-14
-49.8191712227748,4.37395825391938e-14
-49.8194128781753,2.45740781903861e-14
-49.8189342772857,4.96410900228518e-14
-49.8184030825127,2.60239135291961e-14
-49.8191708419175,5.89860637775876e-14
-49.8196358748976,2.99304468947118e-14
-49.8192818877904,2.79871005123089e-14
-49.819260611951,2.6334614576124e-14
-49.8194572397693,2.7969504029539e-14
-49.8192764616767,2.03218893454971e-14
-49.8189638837971,1.5681370882032e-14
-49.8177265190967,8.37460179781999e-14
-49.8193617106213,6.88013809068395e-14
-49.8189885399721,3.0243969779799e-14
-49.8193596638683,3.10243334700487e-14
-49.8191157217491,2.21125432378546e-15
-49.8190943029229,4.02396170393608e-14
-49.8182725210327,3.16053435663873e-14
-49.8191210067522,3.82860783939375e-14
-49.8184377333959,5.03109356708844e-14
-49.81961121966,5.21493643208508e-14
-49.8182675700527,1.0131118426972e-13
-49.8187438370073,6.86231275337956e-14
-49.8189605999858,4.07252190018528e-14
-49.8176451744292,9.33711631276815e-14
-49.8190785481622,5.75133461166674e-14
-49.8176440794103,4.39938777472716e-14
-49.8192112048292,5.59989312398188e-14
-49.8188965320522,2.88155002080202e-14
-49.8193371490503,4.59877039364211e-14
-49.8188977693142,7.17142475382304e-14
-49.8182145931981,7.24920818943307e-15
-49.8186051836687,2.53347967259089e-14
-49.8187052828127,4.3038583298244e-14
-49.8190949229562,6.71294243933653e-15
-49.8187646850778,2.92950642337169e-14
-49.8191275277202,1.21485622471319e-14
-49.8189605999858,4.24303297562655e-14
-49.8188855843265,5.22911288996147e-14
-49.8192471889882,2.55575868986164e-14
-49.8187184673969,3.76573157735848e-14
-49.8190532725752,3.32676481751252e-14
-49.8184268335378,3.04836547976609e-14
-49.8190179078479,3.40537149160512e-15
-49.8183666697651,2.94090475403557e-15
-49.8192447137843,1.57877890352708e-14
-49.8189883021099,5.3478612040493e-14
-49.8186053744294,8.33992364986329e-14
-49.8190907343523,1.24745597461843e-14
-49.8184998965364,1.03247705999933e-13
-49.8186602072538,8.68462912469886e-14
-49.8190911139821,3.62334320950508e-14
